species	taxid	gene_stable_id	transcript_stable_id	protein_stable_id	primary_accession	secondary_accession
Cryptosporidium_parvum_iowa_ii	353152	cgd2_3870	EAK88646	EAK88646	CM000430	EAK88646
Cryptosporidium_parvum_iowa_ii	353152	cgd2_3880	EAK88644	EAK88644	CM000430	EAK88644
Cryptosporidium_parvum_iowa_ii	353152	cgd2_3890	EAK88897	EAK88897	CM000430	EAK88897
Cryptosporidium_parvum_iowa_ii	353152	cgd2_390	EAK87367	EAK87367	CM000430	EAK87367
Cryptosporidium_parvum_iowa_ii	353152	cgd2_3900	EAK88642	EAK88642	CM000430	EAK88642
Cryptosporidium_parvum_iowa_ii	353152	cgd2_3910	EAZ51413	EAZ51413	CM000430	EAZ51413
Cryptosporidium_parvum_iowa_ii	353152	cgd2_3920	EAK88641	EAK88641	CM000430	EAK88641
Cryptosporidium_parvum_iowa_ii	353152	cgd2_3930	EAZ51414	EAZ51414	CM000430	EAZ51414
Cryptosporidium_parvum_iowa_ii	353152	cgd2_3940	EAK88640	EAK88640	CM000430	EAK88640
Cryptosporidium_parvum_iowa_ii	353152	cgd2_3950	EAK88639	EAK88639	CM000430	EAK88639
Cryptosporidium_parvum_iowa_ii	353152	cgd2_3960	EAK88638	EAK88638	CM000430	EAK88638
Cryptosporidium_parvum_iowa_ii	353152	cgd2_3970	EAK88934	EAK88934	CM000430	EAK88934
Cryptosporidium_parvum_iowa_ii	353152	cgd2_3980	EAK88637	EAK88637	CM000430	EAK88637
Cryptosporidium_parvum_iowa_ii	353152	cgd2_3990	EAK88636	EAK88636	CM000430	EAK88636
Cryptosporidium_parvum_iowa_ii	353152	cgd2_40	EAK87392	EAK87392	CM000430	EAK87392
Cryptosporidium_parvum_iowa_ii	353152	cgd2_400	EAK87361	EAK87361	CM000430	EAK87361
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4000	EAK88635	EAK88635	CM000430	EAK88635
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4010	EAK88632	EAK88632	CM000430	EAK88632
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4020	EAK88634	EAK88634	CM000430	EAK88634
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4030	EAK88633	EAK88633	CM000430	EAK88633
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4040	EAK88629	EAK88629	CM000430	EAK88629
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4050	EAK88630	EAK88630	CM000430	EAK88630
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4060	EAK88631	EAK88631	CM000430	EAK88631
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4070	EAZ51415	EAZ51415	CM000430	EAZ51415
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4080	EAK88628	EAK88628	CM000430	EAK88628
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4090	EAK88896	EAK88896	CM000430	EAK88896
Cryptosporidium_parvum_iowa_ii	353152	cgd2_410	EAK87366	EAK87366	CM000430	EAK87366
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4100	EAK88627	EAK88627	CM000430	EAK88627
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4110	EAK88624	EAK88624	CM000430	EAK88624
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4120	EAZ51416	EAZ51416	CM000430	EAZ51416
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4130	EAZ51417	EAZ51417	CM000430	EAZ51417
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4140	EAK88895	EAK88895	CM000430	EAK88895
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4145	cgd2_4145-1		CM000430	
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4150	EAK88626	EAK88626	CM000430	EAK88626
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4160	EAK88625	EAK88625	CM000430	EAK88625
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4170	EAK88616	EAK88616	CM000430	EAK88616
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4175	cgd2_4175-1		CM000430	
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4180	EAK88617	EAK88617	CM000430	EAK88617
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4190	EAK88623	EAK88623	CM000430	EAK88623
Cryptosporidium_parvum_iowa_ii	353152	cgd2_420	EAK87365	EAK87365	CM000430	EAK87365
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4200	EAK88622	EAK88622	CM000430	EAK88622
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4210	EAK88894	EAK88894	CM000430	EAK88894
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4220	EAK88620	EAK88620	CM000430	EAK88620
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4230	EAK88621	EAK88621	CM000430	EAK88621
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4240	EAK88619	EAK88619	CM000430	EAK88619
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4250	EAK88618	EAK88618	CM000430	EAK88618
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4260	EAK88891	EAK88891	CM000430	EAK88891
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4270	EAK88892	EAK88892	CM000430	EAK88892
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4280	EAK88615	EAK88615	CM000430	EAK88615
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4290	EAK88614	EAK88614	CM000430	EAK88614
Cryptosporidium_parvum_iowa_ii	353152	cgd2_430	EAK87364	EAK87364	CM000430	EAK87364
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4300	EAK88613	EAK88613	CM000430	EAK88613
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4310	EAK88612	EAK88612	CM000430	EAK88612
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4320	EAK88893	EAK88893	CM000430	EAK88893
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4330	EAZ51418	EAZ51418	CM000430	EAZ51418
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4340	EAZ51419	EAZ51419	CM000430	EAZ51419
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4350	EAK88611	EAK88611	CM000430	EAK88611
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4360	EAK88610	EAK88610	CM000430	EAK88610
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4370	EAK88609	EAK88609	CM000430	EAK88609
Cryptosporidium_parvum_iowa_ii	353152	cgd2_4380	EAK88608	EAK88608	CM000430	EAK88608
Cryptosporidium_parvum_iowa_ii	353152	cgd2_440	EAK87363	EAK87363	CM000430	EAK87363
Cryptosporidium_parvum_iowa_ii	353152	cgd2_450	EAK87362	EAK87362	CM000430	EAK87362
Cryptosporidium_parvum_iowa_ii	353152	cgd2_470	EAK88889	EAK88889	CM000430	EAK88889
Cryptosporidium_parvum_iowa_ii	353152	cgd2_480	EAK88890	EAK88890	CM000430	EAK88890
Cryptosporidium_parvum_iowa_ii	353152	cgd2_490	EAK88888	EAK88888	CM000430	EAK88888
Cryptosporidium_parvum_iowa_ii	353152	cgd2_50	EAK87391	EAK87391	CM000430	EAK87391
Cryptosporidium_parvum_iowa_ii	353152	cgd2_500	EAK88887	EAK88887	CM000430	EAK88887
Cryptosporidium_parvum_iowa_ii	353152	cgd2_510	EAK88878	EAK88878	CM000430	EAK88878
Cryptosporidium_parvum_iowa_ii	353152	cgd2_520	EAK88933	EAK88933	CM000430	EAK88933
Cryptosporidium_parvum_iowa_ii	353152	cgd2_530	EAK88932	EAK88932	CM000430	EAK88932
Cryptosporidium_parvum_iowa_ii	353152	cgd2_540	EAK88886	EAK88886	CM000430	EAK88886
Cryptosporidium_parvum_iowa_ii	353152	cgd2_550	EAK88931	EAK88931	CM000430	EAK88931
Cryptosporidium_parvum_iowa_ii	353152	cgd2_560	EAK88885	EAK88885	CM000430	EAK88885
Cryptosporidium_parvum_iowa_ii	353152	cgd2_570	EAZ51362	EAZ51362	CM000430	EAZ51362
Cryptosporidium_parvum_iowa_ii	353152	cgd2_580	EAK88884	EAK88884	CM000430	EAK88884
Cryptosporidium_parvum_iowa_ii	353152	cgd2_590	EAK88930	EAK88930	CM000430	EAK88930
Cryptosporidium_parvum_iowa_ii	353152	cgd2_60	EAZ51210	EAZ51210	CM000430	EAZ51210
Cryptosporidium_parvum_iowa_ii	353152	cgd2_600	EAK88881	EAK88881	CM000430	EAK88881
Cryptosporidium_parvum_iowa_ii	353152	cgd2_610	EAK88882	EAK88882	CM000430	EAK88882
Cryptosporidium_parvum_iowa_ii	353152	cgd2_620	EAK88929	EAK88929	CM000430	EAK88929
Cryptosporidium_parvum_iowa_ii	353152	cgd2_630	EAK88883	EAK88883	CM000430	EAK88883
Cryptosporidium_parvum_iowa_ii	353152	cgd2_640	EAK88880	EAK88880	CM000430	EAK88880
Cryptosporidium_parvum_iowa_ii	353152	cgd2_650	EAK88879	EAK88879	CM000430	EAK88879
Cryptosporidium_parvum_iowa_ii	353152	cgd2_660	EAK88875	EAK88875	CM000430	EAK88875
Cryptosporidium_parvum_iowa_ii	353152	cgd2_670	EAK88876	EAK88876	CM000430	EAK88876
Cryptosporidium_parvum_iowa_ii	353152	cgd2_680	EAZ51363	EAZ51363	CM000430	EAZ51363
Cryptosporidium_parvum_iowa_ii	353152	cgd2_690	EAK88877	EAK88877	CM000430	EAK88877
Cryptosporidium_parvum_iowa_ii	353152	cgd2_70	EAK87389	EAK87389	CM000430	EAK87389
Cryptosporidium_parvum_iowa_ii	353152	cgd2_700	EAK88928	EAK88928	CM000430	EAK88928
Cryptosporidium_parvum_iowa_ii	353152	cgd2_710	EAK88874	EAK88874	CM000430	EAK88874
Cryptosporidium_parvum_iowa_ii	353152	cgd2_720	EAK88873	EAK88873	CM000430	EAK88873
Cryptosporidium_parvum_iowa_ii	353152	cgd2_730	EAK88871	EAK88871	CM000430	EAK88871
Cryptosporidium_parvum_iowa_ii	353152	cgd2_740	EAZ51364	EAZ51364	CM000430	EAZ51364
Cryptosporidium_parvum_iowa_ii	353152	cgd2_750	EAK88872	EAK88872	CM000430	EAK88872
Cryptosporidium_parvum_iowa_ii	353152	cgd2_760	EAK88927	EAK88927	CM000430	EAK88927
Cryptosporidium_parvum_iowa_ii	353152	cgd2_770	EAK88870	EAK88870	CM000430	EAK88870
Cryptosporidium_parvum_iowa_ii	353152	cgd2_780	EAK88869	EAK88869	CM000430	EAK88869
Cryptosporidium_parvum_iowa_ii	353152	cgd2_790	EAK88868	EAK88868	CM000430	EAK88868
Cryptosporidium_parvum_iowa_ii	353152	cgd2_80	EAK87390	EAK87390	CM000430	EAK87390
Cryptosporidium_parvum_iowa_ii	353152	cgd2_800	EAK88867	EAK88867	CM000430	EAK88867
Cryptosporidium_parvum_iowa_ii	353152	cgd2_810	EAZ51365	EAZ51365	CM000430	EAZ51365
Cryptosporidium_parvum_iowa_ii	353152	cgd2_820	EAK88866	EAK88866	CM000430	EAK88866
Cryptosporidium_parvum_iowa_ii	353152	cgd2_830	EAK88865	EAK88865	CM000430	EAK88865
Cryptosporidium_parvum_iowa_ii	353152	cgd2_840	EAK88926	EAK88926	CM000430	EAK88926
Cryptosporidium_parvum_iowa_ii	353152	cgd2_850	EAK88864	EAK88864	CM000430	EAK88864
Cryptosporidium_parvum_iowa_ii	353152	cgd2_860	EAK88925	EAK88925	CM000430	EAK88925
Cryptosporidium_parvum_iowa_ii	353152	cgd2_870	EAK88863	EAK88863	CM000430	EAK88863
Cryptosporidium_parvum_iowa_ii	353152	cgd2_880	EAZ51366	EAZ51366	CM000430	EAZ51366
Cryptosporidium_parvum_iowa_ii	353152	cgd2_890	EAK88862	EAK88862	CM000430	EAK88862
Cryptosporidium_parvum_iowa_ii	353152	cgd2_90	EAK87388	EAK87388	CM000430	EAK87388
Cryptosporidium_parvum_iowa_ii	353152	cgd2_900	EAK88924	EAK88924	CM000430	EAK88924
Cryptosporidium_parvum_iowa_ii	353152	cgd2_910	EAZ51367	EAZ51367	CM000430	EAZ51367
Cryptosporidium_parvum_iowa_ii	353152	cgd2_920	EAK88923	EAK88923	CM000430	EAK88923
Cryptosporidium_parvum_iowa_ii	353152	cgd2_930	EAK88861	EAK88861	CM000430	EAK88861
Cryptosporidium_parvum_iowa_ii	353152	cgd2_940	EAK88860	EAK88860	CM000430	EAK88860
Cryptosporidium_parvum_iowa_ii	353152	cgd2_950	EAK88859	EAK88859	CM000430	EAK88859
Cryptosporidium_parvum_iowa_ii	353152	cgd2_960	EAK88858	EAK88858	CM000430	EAK88858
Cryptosporidium_parvum_iowa_ii	353152	cgd2_970	EAK88857	EAK88857	CM000430	EAK88857
Cryptosporidium_parvum_iowa_ii	353152	cgd2_980	EAK88922	EAK88922	CM000430	EAK88922
Cryptosporidium_parvum_iowa_ii	353152	cgd2_990	EAK88856	EAK88856	CM000430	EAK88856
Cryptosporidium_parvum_iowa_ii	353152	cgd3_10	EAK87323	EAK87323	CM000431	EAK87323
Cryptosporidium_parvum_iowa_ii	353152	cgd3_100	EAK87321	EAK87321	CM000431	EAK87321
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1000	EAK89172	EAK89172	CM000431	EAK89172
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1010	EAK89178	EAK89178	CM000431	EAK89178
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1020	EAZ51426	EAZ51426	CM000431	EAZ51426
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1030	EAK89171	EAK89171	CM000431	EAK89171
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1040	EAK89170	EAK89170	CM000431	EAK89170
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1050	EAK89169	EAK89169	CM000431	EAK89169
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1060	EAK89168	EAK89168	CM000431	EAK89168
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1070	EAK89288	EAK89288	CM000431	EAK89288
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1080	EAK89167	EAK89167	CM000431	EAK89167
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1090	EAK89287	EAK89287	CM000431	EAK89287
Cryptosporidium_parvum_iowa_ii	353152	cgd3_110	EAK87320	EAK87320	CM000431	EAK87320
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1100	EAK89166	EAK89166	CM000431	EAK89166
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1110	EAK89286	EAK89286	CM000431	EAK89286
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1120	EAK89285	EAK89285	CM000431	EAK89285
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1130	EAK89165	EAK89165	CM000431	EAK89165
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1140	EAK89164	EAK89164	CM000431	EAK89164
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1150	EAK89163	EAK89163	CM000431	EAK89163
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1160	EAK89158	EAK89158	CM000431	EAK89158
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1170	EAK89162	EAK89162	CM000431	EAK89162
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1180	EAZ51427	EAZ51427	CM000431	EAZ51427
Cryptosporidium_parvum_iowa_ii	353152	cgd3_120	EAK87313	EAK87313	CM000431	EAK87313
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1200	EAK89284	EAK89284	CM000431	EAK89284
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1210	EAK89161	EAK89161	CM000431	EAK89161
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1220	EAK89159	EAK89159	CM000431	EAK89159
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1230	EAK89160	EAK89160	CM000431	EAK89160
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1240	EAK89157	EAK89157	CM000431	EAK89157
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1250	EAK89300	EAK89300	CM000431	EAK89300
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1260	EAK89155	EAK89155	CM000431	EAK89155
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1270	EAZ51428	EAZ51428	CM000431	EAZ51428
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1280	EAK89156	EAK89156	CM000431	EAK89156
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1290	EAK89282	EAK89282	CM000431	EAK89282
Cryptosporidium_parvum_iowa_ii	353152	cgd3_130	EAK87314	EAK87314	CM000431	EAK87314
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1300	EAK89283	EAK89283	CM000431	EAK89283
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1310	EAK89154	EAK89154	CM000431	EAK89154
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1320	EAK89153	EAK89153	CM000431	EAK89153
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1330	EAK89152	EAK89152	CM000431	EAK89152
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1340	EAK89151	EAK89151	CM000431	EAK89151
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1350	EAK89150	EAK89150	CM000431	EAK89150
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1360	EAK89281	EAK89281	CM000431	EAK89281
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1370	EAK89149	EAK89149	CM000431	EAK89149
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1380	EAK89148	EAK89148	CM000431	EAK89148
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1390	EAK89147	EAK89147	CM000431	EAK89147
Cryptosporidium_parvum_iowa_ii	353152	cgd3_140	EAK87319	EAK87319	CM000431	EAK87319
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1400	EAK89146	EAK89146	CM000431	EAK89146
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1410	EAK89145	EAK89145	CM000431	EAK89145
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1420	EAK89280	EAK89280	CM000431	EAK89280
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1430	EAK89144	EAK89144	CM000431	EAK89144
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1440	EAK89143	EAK89143	CM000431	EAK89143
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1450	EAK89279	EAK89279	CM000431	EAK89279
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1460	EAK89141	EAK89141	CM000431	EAK89141
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1470	EAK89142	EAK89142	CM000431	EAK89142
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1480	EAK89140	EAK89140	CM000431	EAK89140
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1490	EAK89139	EAK89139	CM000431	EAK89139
Cryptosporidium_parvum_iowa_ii	353152	cgd3_150	EAK87318	EAK87318	CM000431	EAK87318
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1500	EAK89129	EAK89129	CM000431	EAK89129
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1510	EAZ51429	EAZ51429	CM000431	EAZ51429
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1520	EAK89138	EAK89138	CM000431	EAK89138
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1530	EAK89137	EAK89137	CM000431	EAK89137
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1540	EAK89135	EAK89135	CM000431	EAK89135
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1550	EAK89136	EAK89136	CM000431	EAK89136
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1560	EAK89134	EAK89134	CM000431	EAK89134
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1570	EAZ51430	EAZ51430	CM000431	EAZ51430
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1580	EAK89133	EAK89133	CM000431	EAK89133
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1590	EAK89278	EAK89278	CM000431	EAK89278
Cryptosporidium_parvum_iowa_ii	353152	cgd3_160	EAK87317	EAK87317	CM000431	EAK87317
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1600	EAK89132	EAK89132	CM000431	EAK89132
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1610	EAK89131	EAK89131	CM000431	EAK89131
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1620	EAK89130	EAK89130	CM000431	EAK89130
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1630	EAK89277	EAK89277	CM000431	EAK89277
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1640	EAK89128	EAK89128	CM000431	EAK89128
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1650	EAK89230	EAK89230	CM000431	EAK89230
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1660	EAK89127	EAK89127	CM000431	EAK89127
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1680	EAK89125	EAK89125	CM000431	EAK89125
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1690	EAK89126	EAK89126	CM000431	EAK89126
Cryptosporidium_parvum_iowa_ii	353152	cgd3_170	EAK87316	EAK87316	CM000431	EAK87316
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1700	EAK89124	EAK89124	CM000431	EAK89124
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1710	EAK89123	EAK89123	CM000431	EAK89123
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1720	EAK89122	EAK89122	CM000431	EAK89122
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1730	EAK89121	EAK89121	CM000431	EAK89121
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1740	EAK89119	EAK89119	CM000431	EAK89119
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1750	EAK89120	EAK89120	CM000431	EAK89120
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1760	EAK89118	EAK89118	CM000431	EAK89118
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1770	EAK89117	EAK89117	CM000431	EAK89117
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1780	EAK89115	EAK89115	CM000431	EAK89115
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1790	EAK89116	EAK89116	CM000431	EAK89116
Cryptosporidium_parvum_iowa_ii	353152	cgd3_180	EAK87308	EAK87308	CM000431	EAK87308
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1800	EAK89114	EAK89114	CM000431	EAK89114
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1810	EAZ51431	EAZ51431	CM000431	EAZ51431
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1820	EAK89276	EAK89276	CM000431	EAK89276
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1830	EAK89113	EAK89113	CM000431	EAK89113
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1840	EAK89112	EAK89112	CM000431	EAK89112
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1850	EAK89111	EAK89111	CM000431	EAK89111
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1860	EAK89110	EAK89110	CM000431	EAK89110
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1870	EAK89109	EAK89109	CM000431	EAK89109
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1880	EAK89275	EAK89275	CM000431	EAK89275
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1890	EAK89108	EAK89108	CM000431	EAK89108
Cryptosporidium_parvum_iowa_ii	353152	cgd3_190	EAZ51202	EAZ51202	CM000431	EAZ51202
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1900	EAK89107	EAK89107	CM000431	EAK89107
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1910	EAK89106	EAK89106	CM000431	EAK89106
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1920	EAK89105	EAK89105	CM000431	EAK89105
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1930	EAK89104	EAK89104	CM000431	EAK89104
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1940	EAK89103	EAK89103	CM000431	EAK89103
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1950	EAZ51432	EAZ51432	CM000431	EAZ51432
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1960	EAK89102	EAK89102	CM000431	EAK89102
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1970	EAK89101	EAK89101	CM000431	EAK89101
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1980	EAK89100	EAK89100	CM000431	EAK89100
Cryptosporidium_parvum_iowa_ii	353152	cgd3_1990	EAK89099	EAK89099	CM000431	EAK89099
Cryptosporidium_parvum_iowa_ii	353152	cgd3_20	EAK87328	EAK87328	CM000431	EAK87328
Cryptosporidium_parvum_iowa_ii	353152	cgd3_200	EAK87315	EAK87315	CM000431	EAK87315
Cryptosporidium_parvum_iowa_ii	353152	cgd3_2000	EAK89098	EAK89098	CM000431	EAK89098
Cryptosporidium_parvum_iowa_ii	353152	cgd3_2010	EAZ51433	EAZ51433	CM000431	EAZ51433
Cryptosporidium_parvum_iowa_ii	353152	cgd3_2020	EAK89274	EAK89274	CM000431	EAK89274
Cryptosporidium_parvum_iowa_ii	353152	cgd3_2030	EAK89273	EAK89273	CM000431	EAK89273
Cryptosporidium_parvum_iowa_ii	353152	cgd3_2040	EAK89092	EAK89092	CM000431	EAK89092
Cryptosporidium_parvum_iowa_ii	353152	cgd3_2050	EAK89097	EAK89097	CM000431	EAK89097
Cryptosporidium_parvum_iowa_ii	353152	cgd3_2060	EAK89272	EAK89272	CM000431	EAK89272
Cryptosporidium_parvum_iowa_ii	353152	cgd3_2070	EAK89095	EAK89095	CM000431	EAK89095
Cryptosporidium_parvum_iowa_ii	353152	cgd3_2080	EAK89096	EAK89096	CM000431	EAK89096
Cryptosporidium_parvum_iowa_ii	353152	cgd3_2090	EAK89271	EAK89271	CM000431	EAK89271
Cryptosporidium_parvum_iowa_ii	353152	cgd3_210	EAK87312	EAK87312	CM000431	EAK87312
Cryptosporidium_parvum_iowa_ii	353152	cgd3_2100	EAZ51434	EAZ51434	CM000431	EAZ51434
Cryptosporidium_parvum_iowa_ii	353152	cgd3_2110	EAK89270	EAK89270	CM000431	EAK89270
Cryptosporidium_parvum_iowa_ii	353152	cgd3_2120	EAK89094	EAK89094	CM000431	EAK89094
Cryptosporidium_parvum_iowa_ii	353152	cgd3_2130	EAK89093	EAK89093	CM000431	EAK89093
Cryptosporidium_parvum_iowa_ii	353152	cgd3_2140	EAK89091	EAK89091	CM000431	EAK89091
Cryptosporidium_parvum_iowa_ii	353152	cgd3_2150	EAK89088	EAK89088	CM000431	EAK89088
Cryptosporidium_parvum_iowa_ii	353152	cgd3_2160	EAK89269	EAK89269	CM000431	EAK89269
Cryptosporidium_parvum_iowa_ii	353152	cgd3_2170	EAK89299	EAK89299	CM000431	EAK89299
Cryptosporidium_parvum_iowa_ii	353152	cgd3_2180	EAK89089	EAK89089	CM000431	EAK89089
Cryptosporidium_parvum_iowa_ii	353152	cgd3_2190	EAK89090	EAK89090	CM000431	EAK89090
Cryptosporidium_parvum_iowa_ii	353152	cgd3_220	EAK87311	EAK87311	CM000431	EAK87311
Cryptosporidium_parvum_iowa_ii	353152	cgd3_2200	EAK89087	EAK89087	CM000431	EAK89087
Cryptosporidium_parvum_iowa_ii	353152	cgd3_2210	EAK89268	EAK89268	CM000431	EAK89268
Cryptosporidium_parvum_iowa_ii	353152	cgd3_2220	EAZ51435	EAZ51435	CM000431	EAZ51435
Cryptosporidium_parvum_iowa_ii	353152	cgd3_2230	EAK89086	EAK89086	CM000431	EAK89086
Cryptosporidium_parvum_iowa_ii	353152	cgd3_2240	EAK89267	EAK89267	CM000431	EAK89267
